,name,artist,artist_id,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,analysis_url,genre
144,こだま,yama,7kOrrFIBIBc8uCu2zbxbLv,0.101,0.655,184600,0.806,0.0,0.0487,-2.619,1,0.0374,120.041,4,0.753,https://api.spotify.com/v1/audio-analysis/45UVorDHdb5BugXpHjuorv,"{'japanese teen pop', 'j-pop'}"
145,血流,yama,7kOrrFIBIBc8uCu2zbxbLv,0.201,0.743,208093,0.718,0.0,0.319,-3.766,0,0.0336,136.979,4,0.897,https://api.spotify.com/v1/audio-analysis/0bBl2jjpCFCgRd60BowZoV,"{'japanese teen pop', 'j-pop'}"
146,a.m.3:21,yama,7kOrrFIBIBc8uCu2zbxbLv,0.295,0.634,208409,0.736,0.00011,0.215,-5.006,0,0.109,110.169,4,0.752,https://api.spotify.com/v1/audio-analysis/3oZ1DkKe2ZcvPh5Ffv6L0c,"{'japanese teen pop', 'j-pop'}"
147,slash,yama,7kOrrFIBIBc8uCu2zbxbLv,0.00724,0.523,239800,0.761,0.0,0.333,-4.001,0,0.0517,108.039,4,0.539,https://api.spotify.com/v1/audio-analysis/4UFBf9ETLtJnANWEh2ZjvQ,"{'japanese teen pop', 'j-pop'}"
148,UNTOUCHABLE,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.221,0.762,194093,0.9,0.0,0.0837,-3.257,0,0.127,105.01,4,0.674,https://api.spotify.com/v1/audio-analysis/2HQALWSN6IF4BYrSADMJ0w,"{'k-pop', 'k-pop girl group'}"
149,WANNABE,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.00795,0.809,191242,0.911,0.000179,0.181,-4.41,0,0.0617,122.035,4,0.64,https://api.spotify.com/v1/audio-analysis/4pspYVQGFHLPEFgQPD1J7e,"{'k-pop', 'k-pop girl group'}"
150,CAKE,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.0663,0.801,198887,0.758,4.1e-06,0.0431,-4.31,1,0.0445,103.07,4,0.576,https://api.spotify.com/v1/audio-analysis/3syxwxJqX5jpgjNYmvzdW6,"{'k-pop', 'k-pop girl group'}"
151,BORN TO BE,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.0513,0.613,178773,0.857,0.0,0.037,-2.321,1,0.0605,168.111,4,0.754,https://api.spotify.com/v1/audio-analysis/45lXSvtDt6uKiGZIXB4LLF,"{'k-pop', 'k-pop girl group'}"
152,LOCO,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.0103,0.759,191462,0.886,2.04e-05,0.342,-3.067,1,0.187,102.065,4,0.489,https://api.spotify.com/v1/audio-analysis/56Yxkm62GtEpnPyG7TvwLY,"{'k-pop', 'k-pop girl group'}"
153,Mr. Vampire,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.313,0.63,170080,0.764,0.0,0.479,-4.488,1,0.107,173.873,4,0.477,https://api.spotify.com/v1/audio-analysis/3uI6jqO0fFBoFryc8SJOXw,"{'k-pop', 'k-pop girl group'}"
154,Not Shy,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.155,0.776,177728,0.911,2.59e-06,0.268,-3.08,0,0.131,101.027,4,0.56,https://api.spotify.com/v1/audio-analysis/1ehags7lQMM1qX94VJkoaf,"{'k-pop', 'k-pop girl group'}"
155,Cheshire,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.332,0.79,182453,0.838,7.07e-06,0.357,-3.183,1,0.0501,98.966,4,0.738,https://api.spotify.com/v1/audio-analysis/7ixVW7RobslvMrvlzHYLha,"{'k-pop', 'k-pop girl group'}"
156,In the morning,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.0823,0.846,172373,0.814,0.00094,0.13,-4.685,0,0.149,140.055,4,0.722,https://api.spotify.com/v1/audio-analysis/1Wcr8zrKqbUX0zwN8Dbr16,"{'k-pop', 'k-pop girl group'}"
157,DALLA DALLA,ITZY,2KC9Qb60EaY0kW4eH68vr3,0.00116,0.79,199874,0.853,4.23e-05,0.329,-4.564,0,0.0666,125.0,4,0.713,https://api.spotify.com/v1/audio-analysis/38rUIlTX93Aoif3WcY1wv6,"{'k-pop', 'k-pop girl group'}"
158,Gashina,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0556,0.722,180000,0.833,0.0,0.195,-3.915,1,0.094,93.941,4,0.53,https://api.spotify.com/v1/audio-analysis/0jFHMDRXxKaREor3hBEEST,{'k-pop'}
159,Heart Burn,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0287,0.84,193173,0.656,4.38e-06,0.0714,-5.162,0,0.0401,121.99,4,0.783,https://api.spotify.com/v1/audio-analysis/4JmbtS0Muijl37KP9lDscy,{'k-pop'}
160,TAIL,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0435,0.515,190960,0.858,1.8e-05,0.0796,-3.136,1,0.19,125.07,4,0.428,https://api.spotify.com/v1/audio-analysis/7muTXW7kGytN3zdomku6FV,{'k-pop'}
161,Shivers (feat. Jessi & SUNMI),Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,0.268,0.739,207867,0.873,0.0,0.0454,-2.595,1,0.0878,141.026,4,0.863,https://api.spotify.com/v1/audio-analysis/1A3T3npKsrElQTjTEcr3LR,"{'pop', 'singer-songwriter pop', 'uk pop'}"
162,24 Hours,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.00549,0.739,201590,0.782,1.5e-05,0.315,-3.964,1,0.103,125.94,4,0.604,https://api.spotify.com/v1/audio-analysis/4ayWErdGIvSo4o6a3lMVLt,{'k-pop'}
163,Heroine,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0582,0.673,195000,0.782,1.4e-06,0.391,-3.911,1,0.0404,121.991,4,0.609,https://api.spotify.com/v1/audio-analysis/5gA9Xn8oPts2aewPgxVkPD,{'k-pop'}
164,pporappippam,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0513,0.714,206617,0.828,0.0652,0.0347,-4.68,0,0.0428,120.014,4,0.318,https://api.spotify.com/v1/audio-analysis/7oQh96s9YemWG3A4zkIbrU,{'k-pop'}
165,Siren,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0142,0.61,199134,0.905,0.0,0.0592,-3.686,0,0.0369,122.012,4,0.521,https://api.spotify.com/v1/audio-analysis/0gEnVDMhKKjF1qXuvBwq91,{'k-pop'}
166,You can't sit with us,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.0357,0.61,197413,0.761,0.0,0.173,-3.111,0,0.0432,144.852,4,0.467,https://api.spotify.com/v1/audio-analysis/4aS8OY1JsRSBKGfnAkIOZH,{'k-pop'}
167,STRANGER,SUNMI,6MoXcK2GyGg7FIyxPU5yW6,0.226,0.475,166560,0.581,3.78e-06,0.253,-5.194,0,0.1,62.644,5,0.419,https://api.spotify.com/v1/audio-analysis/3SifPlW12FRs8OQP2VkXSi,{'k-pop'}
168,Standing Next to You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.0447,0.711,206020,0.809,0.0,0.339,-4.389,0,0.0955,106.017,4,0.816,https://api.spotify.com/v1/audio-analysis/2KslE17cAJNHTsI2MI0jb2,{'k-pop'}
169,Seven (feat. Latto) (Explicit Ver.),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.312,0.79,183551,0.831,0.0,0.0797,-4.185,1,0.044,124.987,4,0.872,https://api.spotify.com/v1/audio-analysis/2HRgqmZQC0MC7GeNuDIXHN,{'k-pop'}
170,3D (feat. Jack Harlow),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.0322,0.853,201812,0.824,0.0,0.0859,-3.287,1,0.103,108.044,4,0.888,https://api.spotify.com/v1/audio-analysis/01qFKNWq73UfEslI0GvumE,{'k-pop'}
171,Yes or No,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.179,0.671,147557,0.839,0.0,0.0748,-2.645,1,0.0866,83.845,4,0.882,https://api.spotify.com/v1/audio-analysis/2gkVEnpahpE3bQuvGuCpAV,{'k-pop'}
172,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,6VuMaDnrHyPL1p4EHjYLi7,0.619,0.881,154487,0.592,1.32e-05,0.0901,-4.898,1,0.0324,101.058,4,0.719,https://api.spotify.com/v1/audio-analysis/5Odq8ohlgIbQKMZivbWkEo,"{'viral pop', 'pop'}"
173,Please Don't Change (feat. DJ Snake),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.164,0.797,146685,0.743,1.2e-06,0.164,-6.005,1,0.174,114.878,4,0.768,https://api.spotify.com/v1/audio-analysis/0k0GtcnyQLMiXrdEDbLXmJ,{'k-pop'}
174,Hate You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.862,0.419,154237,0.274,0.0,0.092,-9.321,1,0.0314,79.595,4,0.25,https://api.spotify.com/v1/audio-analysis/5ONOlTiqymhzwcFjqcIT6E,{'k-pop'}
175,Still With You,Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.0899,0.529,239906,0.469,1.53e-05,0.831,-6.967,0,0.0358,87.864,4,0.344,https://api.spotify.com/v1/audio-analysis/0eFMbKCRw8KByXyWBw8WO7,{'k-pop'}
176,Standing Next to You (USHER Remix),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.0536,0.661,214760,0.823,0.0,0.369,-4.329,0,0.127,105.993,4,0.761,https://api.spotify.com/v1/audio-analysis/0VPFT123HKoQ2J6ipeDcI1,{'k-pop'}
177,Closer to You (feat. Major Lazer),Jung Kook,6HaGTQPmzraVmaVxvz6EUc,0.114,0.781,170995,0.655,0.00249,0.103,-7.073,0,0.0457,113.031,4,0.493,https://api.spotify.com/v1/audio-analysis/06Qo2fYR2KS1F7bL338iVT,{'k-pop'}
178,Drama,aespa,6YVMFz59CuY7ngCxTxjpxE,0.164,0.644,214973,0.872,0.0,0.363,-1.54,0,0.0417,131.016,4,0.378,https://api.spotify.com/v1/audio-analysis/5XWlyfo0kZ8LF7VSyfS4Ew,{'k-pop girl group'}
179,Spicy,aespa,6YVMFz59CuY7ngCxTxjpxE,0.0138,0.757,197040,0.898,0.0,0.0703,-1.247,0,0.0667,114.949,4,0.842,https://api.spotify.com/v1/audio-analysis/3gtlthEgyulDfT8dWdKsnv,{'k-pop girl group'}
180,Savage,aespa,6YVMFz59CuY7ngCxTxjpxE,0.124,0.727,238144,0.879,1.17e-05,0.244,-1.167,1,0.129,146.959,4,0.671,https://api.spotify.com/v1/audio-analysis/3dbLT62Cvs46Ju7a8gpr36,{'k-pop girl group'}
181,Better Things,aespa,6YVMFz59CuY7ngCxTxjpxE,0.11,0.782,203216,0.767,0.00323,0.496,-5.383,1,0.0529,115.027,4,0.548,https://api.spotify.com/v1/audio-analysis/330IIz7d75eqAsKq1xhzXR,{'k-pop girl group'}
182,Hold On Tight,aespa,6YVMFz59CuY7ngCxTxjpxE,0.0911,0.586,149719,0.816,2.81e-06,0.235,-6.331,1,0.283,119.8,4,0.265,https://api.spotify.com/v1/audio-analysis/1o844wI52S3TjXGBwvGcc7,{'k-pop girl group'}
183,Next Level,aespa,6YVMFz59CuY7ngCxTxjpxE,0.488,0.82,221573,0.852,5.94e-06,0.0907,-2.567,0,0.166,109.036,4,0.82,https://api.spotify.com/v1/audio-analysis/2zrhoHlFKxFTRF5aMyxMoQ,{'k-pop girl group'}
184,Black Mamba,aespa,6YVMFz59CuY7ngCxTxjpxE,0.064,0.612,174933,0.912,0.000799,0.0843,-2.853,1,0.0796,90.006,4,0.472,https://api.spotify.com/v1/audio-analysis/6Tj9KfzPp7tmgcDdsaPwGE,{'k-pop girl group'}
185,Illusion,aespa,6YVMFz59CuY7ngCxTxjpxE,0.0814,0.75,195053,0.718,1.75e-05,0.322,-2.817,0,0.0468,90.027,4,0.592,https://api.spotify.com/v1/audio-analysis/396FqjKmViUZ92Wmm4rx3i,{'k-pop girl group'}
186,Lucid Dream,aespa,6YVMFz59CuY7ngCxTxjpxE,0.0539,0.7,210560,0.753,1.72e-05,0.072,-3.841,0,0.0441,97.998,4,0.146,https://api.spotify.com/v1/audio-analysis/285Bh5EkbxGGE76ge8JDbH,{'k-pop girl group'}
187,Girls,aespa,6YVMFz59CuY7ngCxTxjpxE,0.115,0.57,240440,0.974,0.000594,0.125,-0.173,0,0.325,171.958,4,0.65,https://api.spotify.com/v1/audio-analysis/2WTHLEVjfefbGoW7F3dXIg,{'k-pop girl group'}
188,Pop Star - Chaeyoung Remix,Coco & Clair Clair,5FkMS3KgG0cjiRm250NFTJ,0.00982,0.714,208641,0.75,0.000898,0.248,-4.565,1,0.045,127.986,4,0.425,https://api.spotify.com/v1/audio-analysis/4B8cJdFMifPPvmeewY4yiP,{'cloud rap'}
189,DASH,NMIXX,28ot3wh4oNmoFOdVajibBl,0.0843,0.645,166979,0.83,0.0,0.0605,-1.92,0,0.138,179.977,4,0.725,https://api.spotify.com/v1/audio-analysis/2RoYgkPzUY0vY7lhUuyus1,"{'k-pop', 'k-pop girl group'}"
190,Soñar (Breaker),NMIXX,28ot3wh4oNmoFOdVajibBl,0.201,0.86,173053,0.762,0.0,0.082,-3.839,1,0.123,125.074,4,0.787,https://api.spotify.com/v1/audio-analysis/6UwrPxRaR5HPNLDDl7RcT9,"{'k-pop', 'k-pop girl group'}"
191,Love Me Like This,NMIXX,28ot3wh4oNmoFOdVajibBl,0.00775,0.801,188719,0.805,0.0,0.0588,-4.169,0,0.0641,97.021,4,0.664,https://api.spotify.com/v1/audio-analysis/6P3CtlzTKLxcNYGOS3es8m,"{'k-pop', 'k-pop girl group'}"
192,DICE,NMIXX,28ot3wh4oNmoFOdVajibBl,0.0839,0.557,165747,0.798,0.0,0.302,-3.331,1,0.253,131.085,4,0.63,https://api.spotify.com/v1/audio-analysis/5aaE27JUylnG7aPtGJPrrC,"{'k-pop', 'k-pop girl group'}"
193,O.O,NMIXX,28ot3wh4oNmoFOdVajibBl,0.0368,0.389,172936,0.77,3.79e-06,0.0598,-3.92,0,0.297,200.263,4,0.295,https://api.spotify.com/v1/audio-analysis/44zfpg3ndtGESsgpTbWeyE,"{'k-pop', 'k-pop girl group'}"
194,Run For Roses,NMIXX,28ot3wh4oNmoFOdVajibBl,0.356,0.671,215293,0.764,0.0,0.154,-4.146,0,0.0408,91.994,4,0.604,https://api.spotify.com/v1/audio-analysis/4byr9TsXs4qtm8rG2FfwRW,"{'k-pop', 'k-pop girl group'}"
195,Roller Coaster,NMIXX,28ot3wh4oNmoFOdVajibBl,0.0956,0.713,179373,0.899,0.0,0.387,-3.386,1,0.0584,120.027,4,0.611,https://api.spotify.com/v1/audio-analysis/1fP8o0lIaSIE5jEeblT8df,"{'k-pop', 'k-pop girl group'}"
196,Like Magic,J.Y. Park,1TTx0YcbKUtJIZY1HEnh9B,0.0137,0.627,164267,0.869,0.0,0.104,-3.308,1,0.305,170.056,4,0.649,https://api.spotify.com/v1/audio-analysis/1bN4ejW5IMmL4CRVG6Fxfk,{'classic k-pop'}
